object_id,publisher,journal,issn
item_3397671,Wiley-VCH,Chemie-Ingenieur-Technik,0009-286X
item_3394550,Williams & Wilkins,GENETICS IN MEDICINE,1098-3600
item_3387314,The Optical Society,Optica,2334-2536
item_3177505,American Physical Society,Physical Review X,
item_3404541,American Physical Society,Physical Review Letters,0031-9007
item_3432143,Nature Publishing Group,Communications Earth & Environment,2662-4435
item_3390126,Blackwell Science,"Plant, Cell and Environment",0140-7791
item_3477581,Wiley-VCH,Advanced Healthcare Materials,2192-2640
item_3364724,Copernicus GmbH,Earth System Science Data,1866-3508
item_3368613,Elsevier,Inorganic Chemistry Communications,1387-7003
item_3374894,Royal Society of Chemistry,Polymer Chemistry ,1759-9954
item_3398334,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3396643,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3370300,Springer Nature,Communications Biology,2399-3642
item_3462725,Nature Publishing Group,Scientific Data,2052-4463
item_3380659,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3400711,Wiley-VCH,Advanced Materials,0935-9648
item_3474103,Academic Press,Journal of Archaeological Science,0305-4403
item_3480992,EDP Sciences,European Physical Journal C,1434-6044
item_3596231,Nature Publishing Group,Nature Communications,2041-1723
item_3395306,Blackwell Science,The Plant Journal,0960-7412
item_3497591,Public Library of Science,PLoS One,1932-6203
item_3480532,American Society for Biochemistry and Molecular Biology [etc.],Journal of Biological Chemistry,0021-9258
item_3480598,Royal Society of Chemistry,Green Chemistry,1463-9262
item_3483798,The University of Chicago Press,Journal of Anthropological Research,0091-7710
item_3380947,Pergamon,Neuropsychologia ,0028-3932
item_3473540,Nature Pub. Group,Nature Reviews Molecular Cell Biology,1471-0072
item_3371648,The Company of Biologists,DEVELOPMENT,0950-1991
item_3383664,Springer,Datenbank Spektrum,1618-2162
item_3509870,Blackwell Science,Monthly Notices of the Royal Astronomical Society: Letters,1745-3925
item_3370212,Cell Press,Developmental Cell,1534-5807
item_3477044,ACM,ACM Transactions on Graphics,0730-0301
item_3391007,Public Library of Science,PLoS One,1932-6203
item_3387869,Bio-Protocol,Bio-protocol,2331-8325
item_3511084,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3524397,Oxford University Press,GigaScience,2047-217X
item_3458446,Royal Society of Chemistry,Chemical Science,2041-6520
item_3396900,Elsevier,CELL REPORTS,2211-1247
item_3478548,Nature Publishing Group,Nature Communications,2041-1723
item_3458024,AAAS,Science Advances,2375-2548
item_3492964,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3390350,AIP Publishing,Review of Scientific Instruments,0034-6748
item_3458799,Nature Publishing Group,Nature,0028-0836
item_3473404,Springer Nature,Nature Electronics,2520-1131
item_3381013,Walter de Gruyter GmbH,"Zeitschrift für Naturforschung, B:  A Journal of Chemical Sciences",0932-0776
item_3510207,Wiley-Blackwell,Social and Personality Psychology Compass,1751-9004
item_3582603,BioMed Central,F1000Research,2046-1402
item_3487734,Annual Reviews,ANNUAL REVIEW OF MICROBIOLOGY,0066-4227
item_3378264,Elsevier,Acta Biomaterialia,1742-7061
item_3402809,Public Library of Science,PLoS Biology,1544-9173
item_3476712,Elsevier,Experimental Hematology,0301-472X
item_3399640,American Physical Society,Physical Review Letters,0031-9007
item_3484229,Nature Pub. Group,Molecular Systems Biology,1744-4292
item_3423994,Elsevier B.V.,Nuclear Materials and Energy,
item_3398111,BioMed Central,BMC Genomics,1471-2164
item_3378724,Nature Publishing Group,Nature Communications,2041-1723
item_3508920,Nature Publishing Group,Nature,0028-0836
item_3430583,Institute of Physics,Classical and quantum gravity,0264-9381
item_3398150,American Physical Society (APS),Physical Review Research,2643-1564
item_3473148,American Physical Society,Physical Review A,1050-2947
item_3387904,Wiley-Blackwell,Journal of Plant Nutrition and Soil Science,1436-8730
item_3458514,Open Publishing Association,Electronic Proceedings in Theoretical Computer Science,2075-2180
item_3473203,Frontiers Research Foundation,Frontiers in Neurology,1664-2295
item_3477486,Springer ,Plant Reproduction,2194-7961
item_3380234,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3407430,American Association for the Advancement of Science (AAAS),Science,0036-8075
item_3488252,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424
item_3367169,MDPI ,Genes,2073-4425
item_3355872,Springer,Nature Ecology & Evolution,2397-334X
item_3371850,Nature Publishing Group,Nature Communications,2041-1723
item_3394836,ACM,IEEE Transactions on Computational Social Systems,
item_3484813,Nature Publishing Group,Scientific Reports,2045-2322
item_3401707,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548
item_3477506,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3397449,Cell Press,Current Biology,0960-9822
item_3396182,Nature Research ,Nature Reviews Methods primers,2662-8449
item_3399527,American Physical Society,Physical Review C,0556-2813
item_3430736,Stockton Press,Neoplasia,1522-8002
item_3477204,Duke University Press,Environmental Humanities,2201-1919
item_3517591,Nature Publishing Group,Scientific Reports,2045-2322
item_3489168,Istituto Italiano di Antropologia (ISItA) ,Journal of Anthropological Sciences,2037-0644
item_3580415,Cambridge University Press,International review of the red cross,1816-3831
item_3398456,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3372444,American Chemical Society,ACS Photonics,2330-4022
item_3384310,Nature Publishing Group,Nature Communications,2041-1723
item_3496923,SciPost,SciPost Physics Core,2666-9366
item_3387800,Elsevier,Nano Energy,2211-2855
item_3434752,Oxford University Press,Cerebral Cortex Communications,2632-7376
item_3389128,American Physical Society,Physical Review Letters,0031-9007
item_3398507,American Physical Society (APS),Physical Review Research,2643-1564
item_3502775,Public Library of Science,PLoS Computational Biology,1553-734X
item_3380824,American Physical Society,Physical Review B,1098-0121
item_3402282,American Physical Society,Physical Review E,1539-3755
item_3369546,AAAS,Science Advances,2375-2548
item_3484995,Wiley-VCH,Advanced Materials Interfaces,2196-7350
item_3402281,American Physical Society,Physical Review B,1098-0121
item_3391208,American Physical Society,Physical Review B,1098-0121
item_3365003,American Physical Society,Physical Review B,1098-0121
item_3506060,SpringerOpen,Journal of Big Data,2196-1115
item_3383244,IOP Publishing,Journal of Physics: Condensed Matter,0953-8984
item_3434602,John Benjamins Publishing Company,Journal of Pidgin and Creole Languages,0920-9034
item_3485751,Nature Publishing Group,Nature Communications,2041-1723
item_3394898,American Physical Society,Physical Review B,1098-0121
item_3385020,Wiley (John Wiley & Sons),PROTEOMICS,1615-9853
item_3598850,Springer-Verlag,BIOspektrum,0947-0867
item_3389577,MDPI AG,Marine Drugs,1660-3397
item_3384392,Elsevier,Science of the Total Environment,0048-9697
item_3477354,Elsevier,Science of the Total Environment,0048-9697
item_3486999,Springer Nature,Communications Materials,2662-4443
item_3495951,Nature Publishing Group,Nature,0028-0836
item_3487887,Elsevier ,iScience,2589-0042
item_3394846,Frontiers Research Foundation,Frontiers in Psychiatry,1664-0640
item_3380827,American Physical Society,Physical Review A,1050-2947
item_3430173,Springer-Verlag,ARCHIVES OF MICROBIOLOGY,0302-8933
item_3376582,Nature Publishing Group,Nature Communications,2041-1723
item_3375967,"""eLife Sciences Publications, Ltd.""",ELIFE,2050-084X
item_3376278,Oxford University Press,Monthly Notices of the Royal Astronomical Society,0035-8711
item_3363168,ACS Publications,ACS applied bio materials,2576-6422
item_3399546,Oxford Univ. Pr.,Progress of Theoretical and Experimental Physics ,2050-3911
item_3384048,American Chemical Society,The Journal of Physical Chemistry A,1089-5639
item_3395951,Elsevier,Journal of Molecular Biology,0022-2836
item_3457621,EDP Sciences; Springer,"The European Physical Journal D: Atomic, Molecular and Optical Physics",1434-6060
item_3384649,Wiley (John Wiley & Sons),MOLECULAR ONCOLOGY,1574-7891
item_3444908,Wiley-Blackwell - SSH,Archaeology in Oceania ,0003-8121
item_3369657,Wiley-VCH,Small,1613-6810
item_3396162,Royal Society,Royal Society Open Science,2054-5703
item_3376622,Taylor & Francis ,Journal of maps ,1744-5647
item_3451450,Nature Publishing Group,The ISME Journal,1751-7370
item_3364264,Public Library of Science,PLoS One,1932-6203
item_3407010,AAAS,Science Advances,2375-2548
item_3497599,eLife Sciences Publications,eLife,2050-084X
item_3475772,Oxford Univ. Press ,Brain,0006-8950
item_3364405,Blackwell Publishing Inc. [etc.],Psychophysiology ,0048-5772
item_3407435,Wiley-VCH,Berichte zur Wissenschaftsgeschichte,0170-6233
item_3373776,Springer-Verlag,Journal of Psycholinguistic Research ,0090-6905
item_3376196,American Geophysical Union,Journal of Advances in Modeling Earth Systems ,1942-2466
item_3395268,Elsevier,Neuroscience,0306-4522
item_3344042,American Geophysical Union,Journal of Advances in Modeling Earth Systems ,1942-2466
item_3270867,Animal Behavior and Cognition,Animal Behavior Cognition,2372-4323
item_3456332,Blackwell Pub.,Plant Biotechnology Journal,1467-7644
item_3397178,Frontiers Research Foundation,Frontiers in Molecular Neuroscience,1662-5099
item_3383494,Copernics Publication,Earth System Science Data,1866-3508
item_3405348,Wiley,Protein Science,0961-8368
item_3370687,Wiley-VCH,Advanced Science,2198-3844
item_3489027,Wiley-VCH Verlag GmbH,Macromolecular Bioscience,1616-5187
item_3364431,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3520147,Thieme,RöFo-Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden Verfahren,1438-9029
item_3390635,,Kritika: Explorations in Russian and Eurasian History,1531-023x
item_3398124,Elsevier,Applied Soil Ecology,0929-1393
item_3376240,Harcourt Publishers,British Journal of Cancer,0007-0920
item_3374315,American Physical Society,Physical Review Letters,0031-9007
item_3374367,Elsevier,Information Sciences,0020-0255
item_3506538,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3470958,American Chemical Society,Chemistry of Materials,0897-4756
item_3396124,ELSEVIER,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697
item_3345763,Copernicus Publ.,Geoscientific Model Development,1991-959X
item_3398486,Elsevier,Science of the Total Environment,0048-9697
item_3473782,Springer Nature,Nature Electronics,2520-1131
item_3344040,Frontiers Media S.A.,Frontiers in Environmental Science,2296-665X
item_3367226,American Chemical Society,Langmuir,0743-7463
item_3379567,Brunner Routledge,"Psychology, Crime & Law",1477-2744
item_3477374,Elsevier,Earth-Science Reviews,0012-8252
item_3479222,Copernicus Publ.,Geoscientific Model Development,1991-959X
item_3477676,,Geoscientific Model Development,1991-959X
item_3375856,Elsevier Ltd,Atmospheric Environment,13522310
item_3349254,,Biogeosciences,1726-4170
item_3374464,Humana Press,Molecular Neurobiology,0893-7648
item_3471033,American Chemical Society,ACS Omega,2470-1343
item_3486016,Published by the University of Chicago Press for the Infectious Diseases Society of America,The Journal of Infectious Diseases,0022-1899
item_3547539,,JAMA Pediatrics ,
item_3399348,Frontiers Research Foundation,Frontiers in Psychiatry,1664-0640
item_3429327,,The Journal of Infectious Diseases,
item_3444490,Cambridge University Press,EUROPEAN PSYCHIATRY,0924-9338
item_3375578,Blackwell Science,The Plant Journal,0960-7412
item_3429459,American Medical Association,JAMA Network Open,2574-3805
item_3456587,Elsevier,NeuroImage: Clinical,2213-1582
item_3375679,American Society for Microbiology,Microbiology Spectrum,2165-0497
item_3406261,Frontiers Research Foundation,Frontiers in Psychology,1664-1078
item_3366604,Frontiers Media,Frontiers in Astronomy and Space Sciences,2296-987X
item_3418307,Elsevier,Comprehensive Psychoneuroendocrinology,2666-4976
item_3429135,Taylor & Francis,Advances in Physics: X,2374-6149
item_3397963,"MDPI AG, Fractal Fract Editorial Office",Fractal and Fractional,
item_3388394,Nature Publishing Group,Scientific Reports,2045-2322
item_3565244,BioMed Central Ltd. Part of Springer Nature.,BMC Biology,1741-7007
item_3407019,American Chemical Society,The Journal of Physical Chemistry A,1089-5639
item_3403498,MDPI AG,Atmosphere,2073-4433
item_3398384,American Physical Society,Physical Review A,1050-2947
item_3369328,Nature Publishing Group,Nature Communications,2041-1723
item_3360347,Stockholm University Press,Tellus Series A-Dynamic Meteorology and Oceanography,0280-6495
item_3379694,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3495717,American Physical Society,Physical Review Letters,0031-9007
item_3366401,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3432764,Portland Press,Essays in Biochemistry,
item_3378602,Wiley-VCH,Advanced Materials Interfaces,2196-7350
item_3389581,Nature Publishing Group,Nature Communications,2041-1723
item_3387084,American Chemical Society,Nano Letters,1530-6984
item_3379446,American Chemical Society,Nano Letters,1530-6984
item_3444891,AAAS,Science Advances,2375-2548
item_3360178,Wiley-VCH,Small,1613-6810
item_3401019,Wiley-VCH ,"Angewandte Chemie, International Edition in English",0570-0833
item_3401886,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3430719,Elsevier,Comprehensive Psychoneuroendocrinology,2666-4976
item_3384447,American Physical Society,Physical Review Materials,2475-9953
item_3380821,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3407030,ACS,Environmental science & technology letters / American Chemical Society ,2328-8930
item_3525416,IOP Publishing,Journal of Physics G,0954-3899
item_3364178,Elsevier,Cognition,0010-0277
item_3340067,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3432140,Springer Science and Business Media LLC,Nature Communications,2041-1723
item_3390678,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3549368,Springer-Verlag.,Acta Mechanica,0001-5970
item_3401634,Nature Research,Nature Human Behaviour,2397-3374
item_3385743,Nature Publishing Group,Nature Communications,2041-1723
item_3385744,Nature Publishing Group,Nature Communications,2041-1723
item_3429396,Cambridge University Press,European Journal of Sociology,0003-9756
item_3379486,Blackwell Science,Environmental Microbiology,1462-2912
item_3404312,Nature Publishing Group,The ISME Journal,1751-7370
item_3399972,Thieme (Schattauer [-2017] ),Thrombosis and Haemostasis,0340-6245
